type,title,location,site_visit_date,ROM,solicitationNumber,department,typeOfSetAsideDescription,responseDeadLine,postedDate,naicsCode,active,Queried_NAICS,archiveDate,additionalInfoLink,uiLink,fullParentPathName,fullParentPathCode,baseType,organizationType,typeOfSetAside,award,resourceLinks
Presolicitation,"6150--FY26 NRM 654-26-020 | 654-26-2-6059-0042 | Bldg 12 Pump  Power Relocation | VA Sierra Nevada Health Care System  Reno, NV","Reno, NV",,"$250,000 and $500,000 | $19.0 Million | $250,000",36C26126R0050,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-06-24T12:00:00-07:00,2026-06-09,238210,Yes,238210,2026-08-23,,https://sam.gov/workspace/contract/opp/7d35f024ea074b4f90539be68ca3f649/view,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.261-NETWORK CONTRACT OFFICE 21 (36C261)",036.3600.36C261,Presolicitation,OFFICE,SDVOSBC,{'awardee': {}},
Presolicitation,Z--REPLACE BACKFLOW PREVENTER ON LIGHTHOUSE ROAD AT CAPE HATTERAS NATIONAL SEASHORE,Not Specified,,,140P5426R0016,,Total Small Business Set-Aside (FAR 19.5),2026-07-24T13:00:00-04:00,2026-06-09,237110,Yes,237110,2026-08-08,,https://sam.gov/workspace/contract/opp/ae9021bad78f42d19dcccf1dda5e45b1/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",014.1443.140P54,Presolicitation,OFFICE,SBA,,
Presolicitation,Z--REPLACE PLANKS AND REPAIR PILINGS AT BODIE ISLAND LIGHTHOUSE BOARDWALK AND OBSE,Not Specified,,,140P5426R0015,,Total Small Business Set-Aside (FAR 19.5),2026-07-24T13:00:00-04:00,2026-06-09,237990,Yes,237990,2026-08-08,,https://sam.gov/workspace/contract/opp/48a71052a95c4d3a8916e090e2de44c7/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",014.1443.140P54,Presolicitation,OFFICE,SBA,,
Presolicitation,Repair/Replace Mass Parking Apron Section V at Minot AFB North Dakota,Not Specified,,"$25,000,000 and $35,000000 | $25,000,000 | $35,000000",W9128F26RA107,,Total Small Business Set-Aside (FAR 19.5),,2026-06-09,237310,Yes,237310,2026-06-30,,https://sam.gov/workspace/contract/opp/3347ff1afa50417994888bb9802cc46c/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION NORTHWESTERN.ENDIST OMAHA.W071 ENDIST OMAHA,021.2100.USACE.NWD.NWO.W9128F,Presolicitation,OFFICE,SBA,,
Solicitation,NM - SW NATIVE ARC - 5-Year BPA for Well Repair,Not Specified,,,140FS226Q0120,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T15:00:00-05:00,2026-06-09,237110,Yes,237110,2026-07-08,,https://sam.gov/workspace/contract/opp/77282046c21245aab73c1f3260804a20/view,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, SAT TEAM 2",014.1448.140FS2,Solicitation,OFFICE,SBA,,
Solicitation,Y--Hasty Point Rice Trunk &,Not Specified,,,140FC126R0025,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T12:00:00-04:00,2026-06-09,237990,Yes,237990,2026-07-08,,https://sam.gov/workspace/contract/opp/c1071b751e5c4056a6cba7a582c702a5/view,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 1",014.1448.140FC1,Solicitation,OFFICE,SBA,,
Solicitation,RELOCATABLE FACILITY (RFL) MAINTENANCE AND REPAIR SERVICES - EGLIN AFB ,Not Specified,,,FA282326R0014,,Total Small Business Set-Aside (FAR 19.5),2026-07-07T11:00:00-06:00,2026-06-09,561210,Yes,561210,2027-06-09,,https://sam.gov/workspace/contract/opp/107e816d1b374347b256dad70d8d4b50/view,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE MATERIEL COMMAND.AIR FORCE TEST CENTER.FA2823  AFTC PZIO,057.5700.AFMC.AFTC.FA2823,Solicitation,OFFICE,SBA,,
Presolicitation,Z--CYCLIC MAINTENANCE OF WATER CISTERNS AT DRY TORTUGAS NATIONAL PARK,Not Specified,,,140P5426R0017,,Total Small Business Set-Aside (FAR 19.5),2026-07-24T13:00:00-04:00,2026-06-09,237110,Yes,237110,2026-08-08,,https://sam.gov/workspace/contract/opp/84a249e72564471d9c784422de7ae220/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.SER SOUTH MABO (54000)",014.1443.140P54,Presolicitation,OFFICE,SBA,,
Presolicitation,N091--PROJECT # 528-18-110  Fuel Oil Tank Replacement  BUFFALO VAMC,"Buffalo, New York",,"$5,000,000 and $10,000,000 | $45.0M | $5,000,000",36C24226B0057,,Service-Disabled Veteran-Owned Small Business Set Aside,,2026-06-10,237120,Yes,237120,2026-09-17,,https://sam.gov/workspace/contract/opp/db1d9c5dc3d64669ac592906ecdbd662/view,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.242-NETWORK CONTRACT OFFICE 02 (36C242)",036.3600.36C242,Presolicitation,OFFICE,SDVOSBC,{'awardee': {}},
Solicitation,GAOA Grand Isle NRA Water System Improvement,"Munising, Michigan",,,12445526Q0044,,Total Small Business Set-Aside (FAR 19.5),2026-07-10T13:00:00-04:00,2026-06-10,237110,Yes,237110,2026-07-25,,https://sam.gov/workspace/contract/opp/2706e7a131f241b59f1f1301e78eea85/view,"AGRICULTURE, DEPARTMENT OF.FOREST SERVICE.HIAWATHA NATIONAL FOREST",012.12C2.1254B0,Solicitation,OFFICE,SBA,,
Solicitation,841st Network Cabling Installation,"North Charleston, South Carolina",,,FA441826Q0067,,Total Small Business Set-Aside (FAR 19.5),2026-06-26T12:00:00-04:00,2026-06-10,238210,Yes,238210,2026-07-11,,https://sam.gov/workspace/contract/opp/fb9e23d26f024375906ac2f995804d9b/view,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR MOBILITY COMMAND.FA4418  628 CONS PK,057.5700.AMC.FA4418,Solicitation,OFFICE,SBA,,
Solicitation,VY-MISSISQUOI NWR-PARKING LOT MAINT,Not Specified,,,140FC226Q0036,,Total Small Business Set-Aside (FAR 19.5),2026-07-03T15:00:00-04:00,2026-06-10,237310,Yes,237310,2026-07-18,,https://sam.gov/workspace/contract/opp/ada0aef79690493fa360f1b81cfb6726/view,"INTERIOR, DEPARTMENT OF THE.US FISH AND WILDLIFE SERVICE.FWS, CONSTRUCTION A/E TEAM 2",014.1448.140FC2,Solicitation,OFFICE,SBA,,
Presolicitation,Z--Theodore Roosevelt National Park- Restripe Park Roads/Install Speed Humps/Apply,"Medora, North Dakota",,,140P6326B0008,,Total Small Business Set-Aside (FAR 19.5),,2026-06-10,237310,Yes,237310,2026-06-26,,https://sam.gov/workspace/contract/opp/cf4194df8307447cb6fbf8812d443102/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.MWR NEKOTA(63000)",014.1443.140P63,Presolicitation,OFFICE,SBA,,
Solicitation,MELSTONE DAM LIVESTOCK WATER SUPPLY,Not Specified,,,140L3626Q0034,,Total Small Business Set-Aside (FAR 19.5),2026-07-06T17:00:00-06:00,2026-06-11,237110,Yes,237110,2026-07-21,,https://sam.gov/workspace/contract/opp/08795ec0ab73449894cbc02553b68be8/view,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.MONTANA STATE OFFICE",014.1422.140L36,Solicitation,OFFICE,SBA,,
Presolicitation,Y--YOSE-ROAD STRIPING BOF AND HWY 41,Not Specified,,,140P8526Q0083,,Total Small Business Set-Aside (FAR 19.5),2026-06-25T12:00:00-07:00,2026-06-11,237310,Yes,237310,2026-07-10,,https://sam.gov/workspace/contract/opp/4572f7d7e4114925a4fa8c8e2603962e/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.PWR SF/SEA MABO(85000)",014.1443.140P85,Presolicitation,OFFICE,SBA,,
Presolicitation,N--EO14398 ELECTRIC REPAIRS AT SIX ALASKAN N. PARKS,Not Specified,,,140P9726Q0046,,Total Small Business Set-Aside (FAR 19.5),2026-06-25T17:00:00-04:00,2026-06-11,238210,Yes,238210,2026-06-26,,https://sam.gov/workspace/contract/opp/84f16c9a86e149d9abce992fd96633f6/view,"INTERIOR, DEPARTMENT OF THE.NATIONAL PARK SERVICE.ALASKA REGIONAL OFFICE(97000)",014.1443.140P97,Presolicitation,OFFICE,SBA,,
Presolicitation,Repair Hush House Concrete B3857,Not Specified,,"$45.0 million | $1,000,000",W50S8526BA006_PROJECT_VGLZ262101,,Total Small Business Set-Aside (FAR 19.5),2026-07-02T12:00:00-04:00,2026-06-11,237310,Yes,237310,2027-06-11,,https://sam.gov/workspace/contract/opp/eb8543971b984e60a436b864caff00d5/view,DEPT OF DEFENSE.DEPT OF THE ARMY.NATIONAL GUARD BUREAU.JFHQ USPFO MI.USPFO MI PROCUREMENT.W7NF USPFO ACTIVITY MIANG 127,021.2100.NGB.JFHQ USPFO MI.USPFO MI PROC.W50S85,Presolicitation,OFFICE,SBA,,
Solicitation,CORONA ARCH PARKING EXIT ROAD,Not Specified,,,140L5726Q0019,,Total Small Business Set-Aside (FAR 19.5),2026-06-22T15:00:00-06:00,2026-06-11,237990,Yes,237990,2026-07-07,,https://sam.gov/workspace/contract/opp/5d86fcd1f4d246d1a0025cbbd80f3046/view,"INTERIOR, DEPARTMENT OF THE.BUREAU OF LAND MANAGEMENT.UTAH STATE OFFICE",014.1422.140L57,Solicitation,OFFICE,SBA,,
Solicitation,Video Intercom System,"Ellsworth AFB, South Dakota",,,FA469026Q0030,,Total Small Business Set-Aside (FAR 19.5),2026-06-25T12:00:00-06:00,2026-06-11,238210,Yes,238210,2026-07-10,,https://sam.gov/workspace/contract/opp/6b15a8ceba3946d09304e1e6e7a9b69b/view,DEPT OF DEFENSE.DEPT OF THE AIR FORCE.AIR FORCE GLOBAL STRIKE COMMAND.FA4690  28 CONS PKC,057.5700.AFGSC.FA4690,Sources Sought,OFFICE,SBA,,
Presolicitation,J041--Columbia South Carolina Boiler Plant Light Fixture  Repair Replacment Service  J041,"Columbia, South Carolina",,$47 Million,36C24726Q0610,,Service-Disabled Veteran-Owned Small Business Set Aside,2026-07-01T08:00:00-04:00,2026-06-11,561210,Yes,561210,2026-07-16,,https://sam.gov/workspace/contract/opp/74371aee780d4366a9648652ddc8b30f/view,"VETERANS AFFAIRS, DEPARTMENT OF.VETERANS AFFAIRS, DEPARTMENT OF.247-NETWORK CONTRACT OFFICE 7 (36C247)",036.3600.36C247,Presolicitation,OFFICE,SDVOSBC,{'awardee': {}},
Solicitation,"Bayou Teche, East and West Calumet Floodgate Approach Channels, Maintenance Dredging, St. Mary Parish, Louisiana ED 26-005","New Orleans, Louisiana",,"$500,000 | $1,000,000",W912P8-26-B-A072,,Total Small Business Set-Aside (FAR 19.5),2026-06-23T10:00:00-05:00,2026-06-12,237990,Yes,237990,2026-07-08,,https://sam.gov/workspace/contract/opp/ce2f7933d2c5465c9f2df1d409daf2f8/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST NEW ORLEANS.W07V ENDIST NEW ORLEANS,021.2100.USACE.MVD.MVN.W912P8,Presolicitation,OFFICE,SBA,,
Solicitation,Fiber Optic Cable Replacement,Not Specified,,,W912ES26QA067,,Total Small Business Set-Aside (FAR 19.5),2026-06-30T17:00:00-05:00,2026-06-12,238210,Yes,238210,2026-08-15,,https://sam.gov/workspace/contract/opp/82d5ad088e4344feae0c3e34177f924d/view,DEPT OF DEFENSE.DEPT OF THE ARMY.US ARMY CORPS OF ENGINEERS.ENGINEER DIVISION MISSISSIPPI VALLEY.ENDIST ST PAUL.W07V ENDIST ST PAUL,021.2100.USACE.MVD.MVP.W912ES,Solicitation,OFFICE,SBA,,
